# 02805 shared playground — week 4 release (frozen snapshot, 2026-09-15)
# Philosophers on English Wikipedia, born before 1900: everyone in the seven lists
# 'List of philosophers born in the centuries BC' ... 'born in the 19th century'
# (redirects resolved). 1444 philosophers. era = the list they appear in;
# subfields = any of Wikipedia's subfield lists they are also on. node_id matches
# week4_philosophers_edges.tsv.
node_id	name	wikidata_id	url	era	subfields	description
Antiochus_of_Ascalon	Antiochus of Ascalon	Q320042	https://en.wikipedia.org/wiki/Antiochus_of_Ascalon	centuries BC		Antiochus of Ascalon was a 1st-century BC Platonist philosopher.
Antiphon_(orator)	Antiphon (orator)	Q335560	https://en.wikipedia.org/wiki/Antiphon_(orator)	centuries BC		Antiphon of Rhamnus was the earliest of the ten Attic orators, and an important figure in fifth-century Athenian political and intellectual life.
Antisthenes	Antisthenes	Q179149	https://en.wikipedia.org/wiki/Antisthenes	centuries BC		Antisthenes was a Greek philosopher and a pupil of Socrates.
Antoine_Arnauld	Antoine Arnauld	Q353887	https://en.wikipedia.org/wiki/Antoine_Arnauld	17th century		Antoine Arnauld was a French Catholic theologian, priest, philosopher and mathematician.
Antoine_Augustin_Cournot	Antoine Augustin Cournot	Q323245	https://en.wikipedia.org/wiki/Antoine_Augustin_Cournot	19th century		Antoine Augustin Cournot was a French philosopher and mathematician who contributed to the development of economics.
Antoine_Le_Grand	Antoine Le Grand	Q327782	https://en.wikipedia.org/wiki/Antoine_Le_Grand	17th century		Antoine Le Grand was a French Recollect and Cartesian philosopher.
Anton_Wilhelm_Amo	Anton Wilhelm Amo	Q595486	https://en.wikipedia.org/wiki/Anton_Wilhelm_Amo	18th century		Anton Wilhelm Amo was a Nzema philosopher from Axim, Dutch Gold Coast then within what was broadly considered the region of Guinea.
Antonio_Gramsci	Antonio Gramsci	Q83003	https://en.wikipedia.org/wiki/Antonio_Gramsci	19th century	aestheticians	Antonio Francesco Gramsci was an Italian Marxist philosopher, journalist and politician.
Antonio_Labriola	Antonio Labriola	Q342730	https://en.wikipedia.org/wiki/Antonio_Labriola	19th century		Antonio Labriola was an Italian Marxist theoretician and philosopher.
Antonio_Rosmini	Antonio Rosmini	Q337311	https://en.wikipedia.org/wiki/Antonio_Rosmini	18th century		Antonio Francesco Davide Ambrogio Rosmini-Serbati, IC was an Italian Catholic priest and philosopher.
Apollonius_of_Tyana	Apollonius of Tyana	Q297040	https://en.wikipedia.org/wiki/Apollonius_of_Tyana	1st through 10th centuries		Apollonius of Tyana was a Greek philosopher and religious leader from the town of Tyana, Cappadocia in Roman Anatolia, who spent his life travelling and teaching in the Middle East, North Africa and India.
Apuleius	Apuleius	Q170512	https://en.wikipedia.org/wiki/Apuleius	1st through 10th centuries		Apuleius, also called Lucius Apuleius Madaurensis, was a Numidian Latin-language prose writer, Platonist philosopher and rhetorician.
Arcesilaus	Arcesilaus	Q73527	https://en.wikipedia.org/wiki/Arcesilaus	centuries BC		Arcesilaus was a Greek Hellenistic philosopher.
Archibald_Alison_(author)	Archibald Alison (author)	Q3289285	https://en.wikipedia.org/wiki/Archibald_Alison_(author)	18th century		Archibald Alison was a Scottish Anglican priest and essayist.
Archimedes	Archimedes	Q8739	https://en.wikipedia.org/wiki/Archimedes	centuries BC		Archimedes of Syracuse was an Ancient Greek mathematician, physicist, engineer, astronomer, and inventor from the city of Syracuse in Sicily.
Archytas	Archytas	Q202001	https://en.wikipedia.org/wiki/Archytas	centuries BC		Archytas was an Ancient Greek mathematician, music theorist, statesman, and strategist from the ancient city of Taras in modern Apulia, Southern Italy.
Aristides_of_Athens	Aristides of Athens	Q349916	https://en.wikipedia.org/wiki/Aristides_of_Athens	1st through 10th centuries		Aristides the Athenian was a 2nd-century Christian Greek author who is primarily known as the author of the Apology of Aristides.
Aristippus	Aristippus	Q189506	https://en.wikipedia.org/wiki/Aristippus	centuries BC		Aristippus of Cyrene was a hedonistic Greek philosopher and the founder of the Cyrenaic school of philosophy.
Aristo_of_Chios	Aristo of Chios	Q646951	https://en.wikipedia.org/wiki/Aristo_of_Chios	centuries BC		Aristo of Chios, also spelled Ariston, was a Greek Stoic philosopher and colleague of Zeno of Citium.
Aristotle	Aristotle	Q868	https://en.wikipedia.org/wiki/Aristotle	centuries BC	aestheticians, epistemologists, ethicists, logicians, metaphysicians, social and political philosophers	Aristotle was an ancient Greek philosopher and polymath.
Aristoxenus	Aristoxenus	Q335156	https://en.wikipedia.org/wiki/Aristoxenus	centuries BC	ethicists	Aristoxenus of Tarentum was a Greek Peripatetic philosopher, and a pupil of Aristotle.
Arius	Arius	Q106026	https://en.wikipedia.org/wiki/Arius	1st through 10th centuries		Arius was a Cyrenaic presbyter and ascetic.
Arnold_Geulincx	Arnold Geulincx	Q316559	https://en.wikipedia.org/wiki/Arnold_Geulincx	17th century		Arnold Geulincx, also known by his pseudonym Philaretus, was a Flemish philosopher, metaphysician, and logician.
Arnold_Ruge	Arnold Ruge	Q61558	https://en.wikipedia.org/wiki/Arnold_Ruge	19th century		Arnold Ruge was a German philosopher and political writer.
Arthur_Collier	Arthur Collier	Q1960921	https://en.wikipedia.org/wiki/Arthur_Collier	17th century		Arthur Collier was an English Anglican priest and philosopher who wrote about the non-existence of an absolute external world.
Arthur_Eddington	Arthur Eddington	Q215022	https://en.wikipedia.org/wiki/Arthur_Eddington	19th century		Sir Arthur Stanley Eddington was an English astrophysicist and mathematician.
Arthur_Oncken_Lovejoy	Arthur Oncken Lovejoy	Q504753	https://en.wikipedia.org/wiki/Arthur_Oncken_Lovejoy	19th century		Arthur Oncken Lovejoy was an American philosopher and intellectual historian, who founded the discipline known as the history of ideas with his book The Great Chain of Being, on the topic of that name, which has been described as 'probably the single most influential work in the history of ideas in 
Arthur_Schopenhauer	Arthur Schopenhauer	Q38193	https://en.wikipedia.org/wiki/Arthur_Schopenhauer	18th century	aestheticians, ethicists, metaphysicians	Arthur Schopenhauer, also known as the “Philosopher of Pessimism”, was a German philosopher and writer.
Arthur_de_Gobineau	Arthur de Gobineau	Q264918	https://en.wikipedia.org/wiki/Arthur_de_Gobineau	19th century		Arthur de Gobineau, Count de Gobineau was a French writer and diplomat who is best known for helping introduce scientific race theory and "racial demography", and for developing the theory of the Aryan master race and Nordicism.
Asanga	Asanga	Q379905	https://en.wikipedia.org/wiki/Asanga	1st through 10th centuries		Asaṅga was one of the most important spiritual figures of Mahayana Buddhism and the founder of the Yogachara school.
Asclepiades_of_Bithynia	Asclepiades of Bithynia	Q261936	https://en.wikipedia.org/wiki/Asclepiades_of_Bithynia	centuries BC		Asclepiades, sometimes called Asclepiades of Bithynia or Asclepiades of Prusa, was a Greek physician born at Prusias-on-Sea in Bithynia in Anatolia and who flourished at Rome, where he practised and taught Greek medicine.
Ashtavakra	Ashtavakra	Q2722992	https://en.wikipedia.org/wiki/Ashtavakra	centuries BC		Ashtavakra is a revered Vedic sage in Hinduism.
Aspasius	Aspasius	Q735515	https://en.wikipedia.org/wiki/Aspasius	1st through 10th centuries		Aspasius was a Peripatetic philosopher. Boethius, who frequently referred to his works, said he wrote commentaries on most of the works of Aristotle.
Athanasius_of_Alexandria	Athanasius of Alexandria	Q44024	https://en.wikipedia.org/wiki/Athanasius_of_Alexandria	1st through 10th centuries		Athanasius I of Alexandria, also called Athanasius the Great, Athanasius the Confessor, or, among Coptic Christians, Athanasius the Apostolic, was a Christian theologian and the 20th Patriarch of Alexandria.
Atiśa	Atiśa	Q320150	https://en.wikipedia.org/wiki/Ati%C5%9Ba	11th through 14th centuries		Atiśa Dīpaṃkara Śrījñāna was a Buddhist religious teacher and leader from Bengal.
August_Cieszkowski	August Cieszkowski	Q176163	https://en.wikipedia.org/wiki/August_Cieszkowski	19th century		Count August Dołęga Cieszkowski was a Polish philosopher, economist and social and political activist.
August_Wilhelm_Rehberg	August Wilhelm Rehberg	Q649972	https://en.wikipedia.org/wiki/August_Wilhelm_Rehberg	18th century		August Wilhelm Rehberg was a German philosopher.
Auguste_Comte	Auguste Comte	Q12718	https://en.wikipedia.org/wiki/Auguste_Comte	18th century	social and political philosophers	Isidore Auguste Marie François Xavier Comte (; French: [oɡyst kɔ̃t] ; 19 January 1798 – 5 September 1857) was a French philosopher and writer who formulated the doctrine of positivism.
Augustine_of_Hippo	Augustine of Hippo	Q8018	https://en.wikipedia.org/wiki/Augustine_of_Hippo	1st through 10th centuries	aestheticians, epistemologists, ethicists	Augustine of Hippo, also well-known as Saint Augustine, was a Christian theologian and philosopher from Thagaste, Numidia Cirtensis and the Bishop of Hippo Regius.
Augustus_De_Morgan	Augustus De Morgan	Q208448	https://en.wikipedia.org/wiki/Augustus_De_Morgan	19th century	logicians	Augustus De Morgan was a British mathematician and logician.
Avempace	Avempace	Q11362	https://en.wikipedia.org/wiki/Avempace	11th through 14th centuries		Abū Bakr Muḥammad ibn Yaḥya ibn aṣ-Ṣā’igh at-Tūjībī ibn Bājja, known simply as Ibn Bajja or his Latinized name Avempace, was an Arab polymath, whose writings include works regarding astronomy, physics, and music, as well as philosophy, medicine, botany, and poetry.
Averroes	Averroes	Q39837	https://en.wikipedia.org/wiki/Averroes	11th through 14th centuries	epistemologists, social and political philosophers	Ibn Rushd, Latinized as Averroes, was an Andalusian polymath and jurist who was proficient in a variety of intellectual fields, including philosophy, theology, medicine, astronomy, physics, psychology, mathematics, neurology, Islamic jurisprudence, law, and linguistics.
Avicenna	Avicenna	Q8011	https://en.wikipedia.org/wiki/Avicenna	1st through 10th centuries	epistemologists, ethicists	Ibn Sina, commonly known in the West as Avicenna ( AV-ih-SEN-ə), was a preeminent philosopher and physician of the Muslim world.
Axel_Hägerström	Axel Hägerström	Q792205	https://en.wikipedia.org/wiki/Axel_H%C3%A4gerstr%C3%B6m	19th century		Axel Anders Theodor Hägerström was a Swedish philosopher.
B._R._Ambedkar	B. R. Ambedkar	Q231690	https://en.wikipedia.org/wiki/B._R._Ambedkar	19th century	ethicists, social and political philosophers	Bhimrao Ramji Ambedkar was an Indian jurist, economist, social reformer and politician who chaired the committee that drafted the Constitution of India based on the debates of the Constituent Assembly of India and the first draft of Sir Benegal Narsing Rau.
Bahya_ibn_Paquda	Bahya ibn Paquda	Q762229	https://en.wikipedia.org/wiki/Bahya_ibn_Paquda	11th through 14th centuries	ethicists	Bahyā ibn Pāqudā, c. 1050–1120, was a Jewish philosopher and rabbi who lived in the Taifa of Zaragoza in al-Andalus.
Baltasar_Gracián	Baltasar Gracián	Q360512	https://en.wikipedia.org/wiki/Baltasar_Graci%C3%A1n	17th century		Baltasar Gracián y Morales, better known as Baltasar Gracián, was a Spanish Jesuit priest and Baroque prose writer and philosopher.
Baron_d'Holbach	Baron d'Holbach	Q7104	https://en.wikipedia.org/wiki/Baron_d%27Holbach	18th century		Paul Thiry, Baron d'Holbach, known as d'Holbach, was a Franco-German philosopher, encyclopedist and writer, who was a prominent figure in the French Enlightenment.
Bartholomäus_Keckermann	Bartholomäus Keckermann	Q67136	https://en.wikipedia.org/wiki/Bartholom%C3%A4us_Keckermann	15th and 16th centuries		Bartholomäus Keckermann (c. 1572 – 25 August 1609) was a German writer, Calvinist theologian and philosopher.
Bartolomé_de_Medina_(theologian)	Bartolomé de Medina (theologian)	Q809544	https://en.wikipedia.org/wiki/Bartolom%C3%A9_de_Medina_(theologian)	15th and 16th centuries		Bartolomé de Medina, was a Spanish theologian born in Medina de Rioseco, Spain.
Bartolus_de_Saxoferrato	Bartolus de Saxoferrato	Q439050	https://en.wikipedia.org/wiki/Bartolus_de_Saxoferrato	11th through 14th centuries		Bartolus de Saxoferrato was an Italian law professor and one of the most prominent continental jurists of Medieval Roman Law.
Baruch_Spinoza	Baruch Spinoza	Q35802	https://en.wikipedia.org/wiki/Baruch_Spinoza	17th century	epistemologists, ethicists, metaphysicians	Baruch Spinoza, also known under his Latinized pen name Benedictus de Spinoza, was a philosopher of Portuguese-Jewish origin who was born and lived in the Dutch Republic.
Basava	Basava	Q771686	https://en.wikipedia.org/wiki/Basava	11th through 14th centuries		Basava, also called Basavēśvara and Basavaṇṇa, was an Indian philosopher, poet, Lingayat social reformer in the Shiva-focused bhakti movement, and a Hindu Shaivite social reformer during the reign of the Kalyani Chalukya and the Kalachuri Dynasty.
Basilides	Basilides	Q345277	https://en.wikipedia.org/wiki/Basilides	1st through 10th centuries		Basilides was an early Christian Gnostic religious teacher in Alexandria, Egypt who, according to Clement of Alexandria, was active between 117–161 AD, and claimed to have inherited his teachings from the apostle Saint Matthias.
Bede	Bede	Q154938	https://en.wikipedia.org/wiki/Bede	1st through 10th centuries		Bede, OSB, also known as the Venerable Bede or Bede the Venerable, was an English Benedictine monk, author and scholar.
Benedetto_Croce	Benedetto Croce	Q192348	https://en.wikipedia.org/wiki/Benedetto_Croce	19th century	aestheticians	Benedetto Croce, was an Italian idealist philosopher, historian, and politician who wrote on numerous topics, including philosophy, history, historiography, and aesthetics.
Benjamin_Constant	Benjamin Constant	Q123089	https://en.wikipedia.org/wiki/Benjamin_Constant	18th century		Henri-Benjamin Constant de Rebecque, or simply Benjamin Constant, was a Swiss and French political thinker, activist and writer on political theory and religion.
Benjamin_Franklin	Benjamin Franklin	Q34969	https://en.wikipedia.org/wiki/Benjamin_Franklin	18th century		Benjamin Franklin was an American polymath who was one of the Founding Fathers of the United States; a drafter and signer of the Declaration of Independence; and the first postmaster general.
Benjamin_Paul_Blood	Benjamin Paul Blood	Q4889098	https://en.wikipedia.org/wiki/Benjamin_Paul_Blood	19th century		Benjamin Paul Blood was an American philosopher, mystic and poet.
Benjamin_Peirce	Benjamin Peirce	Q467611	https://en.wikipedia.org/wiki/Benjamin_Peirce	19th century		Benjamin Peirce was an American mathematician who taught at Harvard University for approximately 50 years.
Benjamin_Tucker	Benjamin Tucker	Q505871	https://en.wikipedia.org/wiki/Benjamin_Tucker	19th century	social and political philosophers	Benjamin Ricketson Tucker was an American individualist anarchist and self-identified socialist.
Benjamin_Whichcote	Benjamin Whichcote	Q1436859	https://en.wikipedia.org/wiki/Benjamin_Whichcote	17th century		Benjamin Whichcote was an English Establishment and Puritan priest, Provost of King's College, Cambridge and leader of the Cambridge Platonists.
Bernard_Bolzano	Bernard Bolzano	Q184735	https://en.wikipedia.org/wiki/Bernard_Bolzano	18th century	logicians	Bernard Bolzano was a Bohemian mathematician, logician, philosopher, theologian and Catholic priest of Italian extraction, also known for his liberal views.
Bernard_Bosanquet_(philosopher)	Bernard Bosanquet (philosopher)	Q822329	https://en.wikipedia.org/wiki/Bernard_Bosanquet_(philosopher)	19th century		Bernard Bosanquet was an English philosopher and political theorist, and an influential figure on matters of political and social policy in the late 19th and early 20th centuries.
Bernard_Le_Bovier_de_Fontenelle	Bernard Le Bovier de Fontenelle	Q310309	https://en.wikipedia.org/wiki/Bernard_Le_Bovier_de_Fontenelle	17th century		Bernard Le Bovier de Fontenelle, also called Bernard Le Bouyer de Fontenelle, was a French writer and a member of three of the academies of the Institut de France, noted especially for his accessible treatment of scientific topics during the unfolding of the Age of Enlightenment.
Bernard_Mandeville	Bernard Mandeville	Q379912	https://en.wikipedia.org/wiki/Bernard_Mandeville	17th century		Bernard Mandeville, or Bernard de Mandeville, was an Anglo-Dutch philosopher, political economist, satirist, writer and physician.
Bernard_of_Chartres	Bernard of Chartres	Q826272	https://en.wikipedia.org/wiki/Bernard_of_Chartres	11th through 14th centuries	metaphysicians	Bernard of Chartres was a twelfth-century French Neo-Platonist philosopher, scholar, and administrator.
Bernard_of_Clairvaux	Bernard of Clairvaux	Q188411	https://en.wikipedia.org/wiki/Bernard_of_Clairvaux	11th through 14th centuries	ethicists	Bernard of Clairvaux, O.Cist., venerated as Saint Bernard, was an abbot, mystic, co-founder of the Knights Templar, and a major leader in the reform of the Benedictines through the nascent Cistercian Order.
Bernardino_Telesio	Bernardino Telesio	Q457986	https://en.wikipedia.org/wiki/Bernardino_Telesio	15th and 16th centuries		Bernardino Telesio was an Italian philosopher and natural scientist.
Bernardus_Silvestris	Bernardus Silvestris	Q523113	https://en.wikipedia.org/wiki/Bernardus_Silvestris	11th through 14th centuries		Bernardus Silvestris, also known as Bernard Silvestris and Bernard Silvester, was a medieval Platonist philosopher and poet of the 12th century.
